ID,Titulo,Detalles,URL,Niveles,Nivel,Categorias
537,Learn 15 Common WALK Expressions in English,expressions,https://www.engvid.com/learn-15-common-walk-expressions-in-english/,Intermediate,Intermediate,expressions
538,PHRASAL VERBS: 3 ways to use “give back” in English,expressions vocabulary,https://www.engvid.com/phrasal-verbs-give-back/,Intermediate,Intermediate,"expressions, vocabulary"
539,Learn about Scotland with a Scottish poet,culture & tips,https://www.engvid.com/learn-about-scotland-with-a-scottish-poet/,Advanced,Advanced,culture & tips
540,English Vocabulary & Phrasal Verbs for strange things we do,vocabulary,https://www.engvid.com/english-vocabulary-phrasal-verbs-strange-things/,Intermediate,Intermediate,vocabulary
541,How to start & end a business call: 3 easy steps,business english,https://www.engvid.com/how-to-start-end-a-business-call-3-easy-steps/,"Intermediate, Advanced",Advanced,business english
542,How to use songs to learn English,culture & tips grammar,https://www.engvid.com/how-to-use-songs-to-learn-english/,"Beginner, Intermediate",Intermediate,"culture & tips, grammar"
543,8 Common Slang Phrases in English,expressions slang,https://www.engvid.com/8-common-slang-phrases-in-english/,Intermediate,Intermediate,"expressions, slang"
544,My Top 10 Tips for Better English Speaking,culture & tips speaking,https://www.engvid.com/my-top-10-tips-for-better-english-speaking/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, speaking"
545,How to IMPROVISE during your speech or presentation,business english culture & tips speaking,https://www.engvid.com/how-to-improvise-speech-presentation/,Advanced,Advanced,"business english, culture & tips, speaking"
546,Let’s go! Learn 25 common imperatives in English with “let’s”,expressions speaking,https://www.engvid.com/25-common-imperatives-english-lets/,Intermediate,Intermediate,"expressions, speaking"
547,Improve your English Vocabulary by reading an article with me,comprehension vocabulary,https://www.engvid.com/improve-your-english-vocabulary-reading-article/,Advanced,Advanced,"comprehension, vocabulary"
548,How to talk about your boss in English,business english expressions vocabulary,https://www.engvid.com/how-to-talk-about-your-boss-in-english/,Intermediate,Intermediate,"business english, expressions, vocabulary"
549,"PREPOSITIONS IN ENGLISH: work in, as, from, for, at, on…?",business english grammar,https://www.engvid.com/prepositions-in-english-work/,Beginner,Beginner,"business english, grammar"
550,English Tenses: Learn PRESENT PERFECT with a game!,grammar,https://www.engvid.com/english-tenses-present-perfect-game/,Intermediate,Intermediate,grammar
551,5 questions to get the conversation going!,culture & tips speaking,https://www.engvid.com/5-questions-to-get-the-conversation-going/,Advanced,Advanced,"culture & tips, speaking"
552,Phrasal Verbs: 5 ways to use “GET OUT” in English,expressions vocabulary,https://www.engvid.com/phrasal-verbs-5-ways-to-use-get-out-in-english/,Intermediate,Intermediate,"expressions, vocabulary"
553,12 Common English Expressions for Work,business english expressions,https://www.engvid.com/12-common-english-expressions-for-work/,"Intermediate, Advanced",Advanced,"business english, expressions"
554,"Working from Home: Vocabulary, Phrases, and more",business english culture & tips,https://www.engvid.com/working-from-home-vocabulary-phrases/,"Intermediate, Advanced",Advanced,"business english, culture & tips"
555,How I remember the spelling of difficult words,grammar vocabulary,https://www.engvid.com/how-i-remember-the-spelling-of-difficult-words/,Intermediate,Intermediate,"grammar, vocabulary"
556,Practice L & R pronunciation in English with a song,pronunciation,https://www.engvid.com/practice-l-r-pronunciation-in-english-with-a-song/,"Beginner, Intermediate",Intermediate,pronunciation
557,Fix Your Mistakes: 3 Common English Errors with Adjectives,grammar,https://www.engvid.com/fix-your-mistakes-3-common-english-errors-adjectives/,Beginner,Beginner,grammar
558,How to pronounce the 10 most common verbs in English,pronunciation,https://www.engvid.com/how-to-pronounce-the-10-most-common-verbs-in-english/,Beginner,Beginner,pronunciation
559,What’s the difference? 5 confusing word pairs for work,business english vocabulary,https://www.engvid.com/5-confusing-word-pairs-for-work/,Intermediate,Intermediate,"business english, vocabulary"
560,14 PHRASAL VERBS with meanings you can’t guess!,expressions vocabulary,https://www.engvid.com/14-phrasal-verbs-with-meanings-you-cant-guess/,Intermediate,Intermediate,"expressions, vocabulary"
561,English Listening Comprehension: Native Speaker Conversation,comprehension culture & tips,https://www.engvid.com/english-listening-comprehension-native-speaker-conversation/,Advanced,Advanced,"comprehension, culture & tips"
562,"English for Beginners: VERY, NOT VERY, VERY MUCH",grammar,https://www.engvid.com/very-not-very-very-much/,Beginner,Beginner,grammar
563,Working in North America: What is mobbing?,business english,https://www.engvid.com/working-in-north-america-mobbing/,"Intermediate, Advanced",Advanced,business english
564,Improve Your Pronunciation: The Short ‘i’ in English,pronunciation,https://www.engvid.com/how-to-pronounce-short-i-english/,Beginner,Beginner,pronunciation
565,"Learn English: Cause & Effect – so, since, hence, due to, as a result…",grammar vocabulary writing,https://www.engvid.com/learn-english-cause-effect/,Intermediate,Intermediate,"grammar, vocabulary, writing"
566,"Listening, Vocabulary, Comprehension: Learn 12 new words",comprehension vocabulary,https://www.engvid.com/listening-vocabulary-comprehension-learn-12-new-words/,Intermediate,Intermediate,"comprehension, vocabulary"
567,Learn English with a BBC News article,comprehension vocabulary,https://www.engvid.com/learn-english-with-a-bbc-news-article/,"Intermediate, Advanced",Advanced,"comprehension, vocabulary"
568,"13 Phrasal Verbs with Animals: fish for, clam up, wolf down…",expressions vocabulary,https://www.engvid.com/13-phrasal-verbs-with-animals/,Intermediate,Intermediate,"expressions, vocabulary"
569,Learn 25 English Expressions from the Bible,culture & tips expressions,https://www.engvid.com/learn-25-english-expressions-from-the-bible/,Advanced,Advanced,"culture & tips, expressions"
570,"Learn 14 Phrasal Verbs with “stand”: stand for, stand out, stand down…",vocabulary,https://www.engvid.com/learn-14-stand-phrasal-verbs/,Intermediate,Intermediate,vocabulary
571,Speak Like a Manager: 10 Adjectives + 10 Adverbs,business english vocabulary,https://www.engvid.com/speak-like-a-manager-10-adjectives-10-adverbs/,"Intermediate, Advanced",Advanced,"business english, vocabulary"
572,How to talk about series in English,culture & tips speaking vocabulary,https://www.engvid.com/how-to-talk-about-series-in-english/,Intermediate,Intermediate,"culture & tips, speaking, vocabulary"
573,Learn English Grammar: 10 Types of Nouns,grammar,https://www.engvid.com/learn-english-grammar-10-types-of-nouns/,Intermediate,Intermediate,grammar
574,Top 6 Soft Skills for the Workplace,business english culture & tips,https://www.engvid.com/top-6-soft-skills-for-the-workplace/,"Intermediate, Advanced",Advanced,"business english, culture & tips"
575,How to Prepare for a Speech,business english culture & tips speaking,https://www.engvid.com/how-to-prepare-for-a-speech/,Advanced,Advanced,"business english, culture & tips, speaking"
576,Work English: 12 Phrasal Verbs for Job Interviews,business english vocabulary,https://www.engvid.com/12-phrasal-verbs-for-job-interviews/,Intermediate,Intermediate,"business english, vocabulary"
577,Learn English Vocabulary… with a tree!,vocabulary,https://www.engvid.com/learn-english-vocabulary-with-a-tree/,Beginner,Beginner,vocabulary
578,Prepositions of Time: 6 Easy Exceptions,grammar,https://www.engvid.com/prepositions-of-time-6-easy-exceptions/,"Beginner, Intermediate",Intermediate,grammar
579,English Pronunciation for Brazilians,pronunciation,https://www.engvid.com/english-pronunciation-for-brazilians/,"Beginner, Intermediate, Advanced",Advanced,pronunciation
580,How fluent are you in English?,culture & tips,https://www.engvid.com/how-fluent-are-you-in-english/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
581,“There is” or “there are”? Matching Verbs in English,grammar,https://www.engvid.com/there-is-or-there-are-matching-verbs-in-english/,Advanced,Advanced,grammar
582,Writing Emails: My Complete Guide,business english writing,https://www.engvid.com/writing-emails-my-guide/,Advanced,Advanced,"business english, writing"
583,10 Common “HOW” Questions in English,expressions speaking,https://www.engvid.com/10-common-how-questions-in-english/,Beginner,Beginner,"expressions, speaking"
584,English Spelling & Pronunciation: The Silent ‘H’,pronunciation,https://www.engvid.com/english-spelling-pronunciation-silent-h/,Beginner,Beginner,pronunciation
585,What are you reading? A group discussion about books.,culture & tips,https://www.engvid.com/what-are-you-reading-book-discussion/,Intermediate,Intermediate,culture & tips
586,Emma takes the IELTS!,IELTS,https://www.engvid.com/emma-takes-the-ielts/,"Beginner, Intermediate, Advanced",Advanced,ielts
587,"Learn English Grammar: Single Items, but Plural Nouns!",grammar,https://www.engvid.com/learn-english-grammar-single-items-plural-nouns/,Advanced,Advanced,grammar
588,Improve your Vocabulary: Stop saying NICE & BEAUTIFUL!,vocabulary,https://www.engvid.com/improve-your-vocabulary-stop-saying-nice-beautiful/,Intermediate,Intermediate,vocabulary
589,IELTS & TOEFL Study Tips: What you need to succeed,IELTS TOEFL,https://www.engvid.com/ielts-toefl-study-tips/,Advanced,Advanced,ielts
590,Improve your English: Phrases for your online meeting,business english culture & tips expressions,https://www.engvid.com/improve-your-english-online-meeting-phrases/,Intermediate,Intermediate,"business english, culture & tips, expressions"
591,Stop saying “I don’t understand”: What to say instead,speaking vocabulary,https://www.engvid.com/stop-saying-i-dont-understand/,Intermediate,Intermediate,"speaking, vocabulary"
592,How to prepare for your online job interview,business english culture & tips,https://www.engvid.com/how-to-prepare-for-your-online-job-interview/,"Intermediate, Advanced",Advanced,"business english, culture & tips"
593,IN or ON? Learn to use these 8 professional English verbs correctly,business english grammar,https://www.engvid.com/in-on-8-professional-english-verbs/,Intermediate,Intermediate,"business english, grammar"
594,Learning English for Beginners: My top tips,culture & tips,https://www.engvid.com/learning-english-for-beginners-my-top-tips/,Beginner,Beginner,culture & tips
595,"Listening, Vocabulary, Comprehension: Medical words used in business English",business english vocabulary,https://www.engvid.com/listening-vocabulary-comprehension-medical-business-english/,Advanced,Advanced,"business english, vocabulary"
596,English Grammar: When NOT to use an article – 9 rules,grammar,https://www.engvid.com/when-not-to-use-an-article-9-rules/,"Intermediate, Advanced",Advanced,grammar
597,Learn English Tenses: PAST SIMPLE & PRESENT PERFECT,grammar,https://www.engvid.com/english-tenses-past-simple-present-perfect/,Intermediate,Intermediate,grammar
598,PHRASAL VERBS: 5 ways to use “take off” in English,expressions vocabulary,https://www.engvid.com/phrasal-verbs-take-off/,Intermediate,Intermediate,"expressions, vocabulary"
599,Improve your Vocabulary: 8 better ways to say “I don’t know”,expressions vocabulary,https://www.engvid.com/8-better-ways-to-say-i-dont-know/,Intermediate,Intermediate,"expressions, vocabulary"
600,"Help a Charity, Save a Life",culture & tips,https://www.engvid.com/help-a-charity-save-a-life/,Advanced,Advanced,culture & tips
601,Comparative & Superlative Adjectives in English,English resource grammar,https://www.engvid.com/english-resource/comparative-superlative-adjectives-in-english/,Beginner,Beginner,"english resource, grammar"
602,Comparative & Superlative Adjectives in English: Complete Guide,vocabulary,https://www.engvid.com/comparative-superlative-adjectives-english/,Beginner,Beginner,vocabulary
603,The Top 10 Words of the Decade,culture & tips vocabulary,https://www.engvid.com/the-top-10-words-of-the-decade/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
604,Learn the many uses of “SOME” in English,vocabulary,https://www.engvid.com/some-in-english/,"Intermediate, Advanced",Advanced,vocabulary
605,??? Strange English idioms that don’t make sense,expressions,https://www.engvid.com/strange-english-idioms/,Advanced,Advanced,expressions
606,The BEST classic books for kids and teenagers (ages 7–16),culture & tips,https://www.engvid.com/the-best-classic-books-for-kids-and-teenagers/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
607,Learn English vocabulary for card games,culture & tips vocabulary,https://www.engvid.com/english-vocabulary-card-games/,Intermediate,Intermediate,"culture & tips, vocabulary"
